,AGCNr,DECdeg_OC,RAdeg_OC,X,Y,name_g,name_r
501,225849,10.73889,193.89626,234.9942861,261.9286183,fpC-003031-g6-0490.fit,fpC-003031-r6-0490.fit
162,182871,26.01528,121.45082,687.0934875,80.93307586,fpC-003462-g4-0076.fit,fpC-003462-r4-0076.fit
1044,749266,26.27611,121.75542,831.2505563,790.649454,fpC-003462-g4-0078.fit,fpC-003462-r4-0078.fit
1043,749264,26.30556,121.00791,1241.922747,476.3494617,fpC-003462-g5-0075.fit,fpC-003462-r5-0075.fit
154,181949,5.17806,129.13834,1539.524772,127.1372972,fpC-003478-g2-0085.fit,fpC-003478-r2-0085.fit
265,198452,6.43528,139.17291,658.2897482,400.7074166,fpC-003478-g2-0152.fit,fpC-003478-r2-0152.fit
231,193816,7.36444,140.36334,85.12928672,1215.757512,fpC-003478-g4-0160.fit,fpC-003478-r4-0160.fit
301,203405,7.27111,150.1925,903.6366805,1404.244381,fpC-003518-g1-0063.fit,fpC-003518-r1-0063.fit
198,191817,8.02806,148.2446,1900.070756,980.815469,fpC-003518-g3-0051.fit,fpC-003518-r3-0051.fit
340,208309,8.46167,153.63834,1107.072325,659.155205,fpC-003518-g3-0087.fit,fpC-003518-r3-0087.fit
334,205413,8.98722,160.57709,808.2120226,577.1339309,fpC-003518-g3-0133.fit,fpC-003518-r3-0133.fit
355,213086,8.78806,171.80333,967.9734082,289.7099705,fpC-003525-g1-0113.fit,fpC-003525-r1-0113.fit
423,219355,9.41583,179.01707,982.1065995,1211.917187,fpC-003525-g2-0160.fit,fpC-003525-r2-0160.fit
490,224387,9.53389,180.13249,1890.105236,341.160183,fpC-003525-g2-0168.fit,fpC-003525-r2-0168.fit
494,224531,9.92111,186.81917,1319.785611,376.5623219,fpC-003525-g3-0212.fit,fpC-003525-r3-0212.fit
25,6647,10.22444,175.26543,1498.838055,460.6583706,fpC-003525-g4-0136.fit,fpC-003525-r4-0136.fit
526,227882,10.36472,183.62582,1516.198357,384.8682833,fpC-003525-g4-0191.fit,fpC-003525-r4-0191.fit
436,220320,10.35417,184.56084,1397.370608,578.4833103,fpC-003525-g4-0197.fit,fpC-003525-r4-0197.fit
387,215237,10.66472,166.34416,1259.030196,1252.102174,fpC-003525-g6-0077.fit,fpC-003525-r6-0077.fit
353,212838,11.01944,173.7225,1526.962911,522.6254589,fpC-003525-g6-0126.fit,fpC-003525-r6-0126.fit
495,224599,11.19806,181.98416,1556.989874,749.3908835,fpC-003525-g6-0180.fit,fpC-003525-r6-0180.fit
492,224414,11.22694,184.56625,1698.93347,639.2325038,fpC-003525-g6-0197.fit,fpC-003525-r6-0197.fit
164,182966,25.83,122.37458,173.7899721,1287.142,fpC-003530-g2-0032.fit,fpC-003530-r2-0032.fit
1045,749269,26.48111,122.28291,1322.114208,518.3391102,fpC-003530-g3-0035.fit,fpC-003530-r3-0035.fit
1080,749377,25.52361,120.39791,1148.744243,901.4287553,fpC-003530-g4-0022.fit,fpC-003530-r4-0022.fit
161,182608,25.72889,120.0125,832.1673683,1155.039796,fpC-003530-g5-0021.fit,fpC-003530-r5-0021.fit
258,198336,8.92167,145.27542,926.0582426,515.0330827,fpC-003538-g2-0183.fit,fpC-003538-r2-0183.fit
291,202422,10.62889,160.23793,903.874887,702.3075347,fpC-003538-g2-0282.fit,fpC-003538-r2-0282.fit
159,182491,5.35889,121.15458,1919.253213,1143.646842,fpC-003538-g3-0021.fit,fpC-003538-r3-0021.fit
204,191879,9.73472,147.56291,1666.207516,69.98902225,fpC-003538-g3-0199.fit,fpC-003538-r3-0199.fit
215,192364,9.60611,144.11166,314744.4116,507442.1913,fpC-003538-g4-0176.fit,fpC-003538-r4-0176.fit
289,202282,10.46056,150.86166,199240.6227,413436.1564,fpC-003538-g4-0221.fit,fpC-003538-r4-0221.fit
210,192039,10.49222,146.88084,260495.1796,471654.3784,fpC-003538-g5-0195.fit,fpC-003538-r5-0195.fit
325,205172,11.99472,160.10542,75920.0404,312534.3111,fpC-003538-g5-0282.fit,fpC-003538-r5-0282.fit
273,202024,11.91611,161.23959,62991.83891,299244.3911,fpC-003538-g5-0289.fit,fpC-003538-r5-0289.fit
295,202915,12.2425,162.95293,44335.9121,282262.9926,fpC-003538-g5-0301.fit,fpC-003538-r5-0301.fit
294,202854,12.18833,159.01083,85055.48857,327149.8104,fpC-003538-g6-0275.fit,fpC-003538-r6-0275.fit
1082,749383,24.63917,123.00124,267.8197828,493.0697327,fpC-003560-g3-0097.fit,fpC-003560-r3-0097.fit
166,183138,25.96528,123.9275,1162.087393,340.0113766,fpC-003560-g4-0107.fit,fpC-003560-r4-0107.fit
167,183216,26.53555,124.67042,1508.22278,138.204684,fpC-003560-g4-0113.fit,fpC-003560-r4-0113.fit
1046,749271,26.09472,123.23041,1805.87512,691.1246291,fpC-003560-g5-0104.fit,fpC-003560-r5-0104.fit
165,183068,25.31972,123.42041,1051.332311,333.0085306,fpC-003605-g3-0097.fit,fpC-003605-r3-0097.fit
1081,749380,24.23583,120.62376,307.6991937,698.4715865,fpC-003605-g5-0079.fit,fpC-003605-r5-0079.fit
169,183314,27.51028,125.83083,884.0164913,731.7812387,fpC-003606-g4-0013.fit,fpC-003606-r4-0013.fit
217,192510,8.68917,144.35875,1884.278754,264.421248,fpC-003630-g1-0186.fit,fpC-003630-r1-0186.fit
202,191871,8.90944,146.46042,1262.307481,188.9087811,fpC-003630-g1-0200.fit,fpC-003630-r1-0200.fit
203,191873,8.935,146.55583,1376.975269,1069.247915,fpC-003630-g1-0200.fit,fpC-003630-r1-0200.fit
189,188937,4.85389,120.04666,1281.172557,1321.659599,fpC-003630-g2-0022.fit,fpC-003630-r2-0022.fit
193,189000,7.04972,131.54834,1591.931226,1052.387941,fpC-003630-g2-0100.fit,fpC-003630-r2-0100.fit
259,198344,9.045,144.19334,1479.811019,613.5874104,fpC-003630-g2-0185.fit,fpC-003630-r2-0185.fit
224,193782,9.2525,145.7579,1392.693175,1171.503553,fpC-003630-g2-0195.fit,fpC-003630-r2-0195.fit
216,192424,9.60417,148.68958,1075.412637,434.2506058,fpC-003630-g2-0215.fit,fpC-003630-r2-0215.fit
262,198354,9.17333,139.12874,1755.401382,746.8368028,fpC-003630-g4-0152.fit,fpC-003630-r4-0152.fit
235,193833,9.92528,145.05501,689.8624261,1221.025564,fpC-003630-g4-0191.fit,fpC-003630-r4-0191.fit
229,193802,10.05861,146.08292,625.4353639,975.7084358,fpC-003630-g4-0198.fit,fpC-003630-r4-0198.fit
201,191849,10.01278,146.15459,125.4846611,193.7384611,fpC-003630-g4-0199.fit,fpC-003630-r4-0199.fit
288,202270,10.6375,150.42708,813.8080716,708.3388081,fpC-003630-g4-0227.fit,fpC-003630-r4-0227.fit
209,191989,10.09972,143.08542,946.474214,323.9064291,fpC-003630-g5-0179.fit,fpC-003630-r5-0179.fit
236,193841,10.90555,149.1125,883.3915414,253.1135478,fpC-003630-g5-0219.fit,fpC-003630-r5-0219.fit
381,215151,13.70417,176.96124,1031.897719,1403.880237,fpC-003631-g1-0399.fit,fpC-003631-r1-0399.fit
507,225992,13.9,182.17291,1684.224882,1174.842637,fpC-003631-g1-0433.fit,fpC-003631-r1-0433.fit
260,198350,9.67361,138.49791,771.9364034,346.7870459,fpC-003631-g2-0147.fit,fpC-003631-r2-0147.fit
205,191906,11.30194,147.91542,846.099424,77.92121477,fpC-003631-g2-0210.fit,fpC-003631-r2-0210.fit
287,202264,12.08139,152.44333,1898.263252,162.5320098,fpC-003631-g2-0240.fit,fpC-003631-r2-0240.fit
269,200571,13.00667,161.67332,324.9169397,820.541908,fpC-003631-g2-0300.fit,fpC-003631-r2-0300.fit
377,215138,14.21028,179.45291,1141.091048,384.526807,fpC-003631-g2-0416.fit,fpC-003631-r2-0416.fit
508,226026,14.24306,181.86334,1022.647537,1211.701099,fpC-003631-g2-0431.fit,fpC-003631-r2-0431.fit
521,226182,14.21028,184.02916,547.6971209,1238.222031,fpC-003631-g2-0445.fit,fpC-003631-r2-0445.fit
153,181843,6.92722,123.77876,143.61322,396.6463329,fpC-003631-g3-0048.fit,fpC-003631-r3-0048.fit
151,181762,7.66083,126.93791,282.8687925,1072.908845,fpC-003631-g3-0069.fit,fpC-003631-r3-0069.fit
149,181685,8.89556,132.29083,996.1993131,157.084804,fpC-003631-g3-0106.fit,fpC-003631-r3-0106.fit
208,191970,10.69611,141.96707,440.6176772,1260.413952,fpC-003631-g3-0170.fit,fpC-003631-r3-0170.fit
317,205072,12.15583,150.66167,1013.097067,918.2231502,fpC-003631-g3-0228.fit,fpC-003631-r3-0228.fit
321,205108,12.31667,151.66792,1172.45255,447.8599193,fpC-003631-g3-0235.fit,fpC-003631-r3-0235.fit
31,7038,14.55083,180.96083,135.2573753,117.4455114,fpC-003631-g3-0426.fit,fpC-003631-r3-0426.fit
427,220172,14.64611,182.67001,784.9562106,192.6848007,fpC-003631-g3-0437.fit,fpC-003631-r3-0437.fit
36,7223,14.77167,183.35957,1872.129821,820.9107476,fpC-003631-g3-0441.fit,fpC-003631-r3-0441.fit
449,220597,14.78222,186.74666,1974.626751,649.014582,fpC-003631-g3-0463.fit,fpC-003631-r3-0463.fit
148,181620,9.34083,132.67542,432.9292431,284.7126678,fpC-003631-g4-0109.fit,fpC-003631-r4-0109.fit
225,193790,10.19111,136.23749,1630.255569,434.5948366,fpC-003631-g4-0133.fit,fpC-003631-r4-0133.fit
261,198353,10.59111,139.09583,336.7938059,358.677842,fpC-003631-g4-0152.fit,fpC-003631-r4-0152.fit
16,5781,13.72083,159.46875,1236.79774,1185.073983,fpC-003631-g4-0286.fit,fpC-003631-r4-0286.fit
26,6669,14.99472,175.57541,1788.727206,562.0927532,fpC-003631-g4-0391.fit,fpC-003631-r4-0391.fit
382,215197,15.02778,176.18333,1869.526151,462.963979,fpC-003631-g4-0395.fit,fpC-003631-r4-0395.fit
383,215198,14.8725,177.00168,186.9765561,787.1493509,fpC-003631-g4-0400.fit,fpC-003631-r4-0400.fit
441,220435,15.02139,185.36334,275.551257,736.8657991,fpC-003631-g4-0454.fit,fpC-003631-r4-0454.fit
511,226076,15.07361,186.19499,775.6324226,1230.495397,fpC-003631-g4-0459.fit,fpC-003631-r4-0459.fit
146,181571,8.3,125.52458,1135.498568,839.5199724,fpC-003631-g5-0061.fit,fpC-003631-r5-0061.fit
206,191917,10.545,136.35541,767.1651263,733.8146052,fpC-003631-g5-0134.fit,fpC-003631-r5-0134.fit
211,192118,11.34667,140.38293,1162.233774,664.4226136,fpC-003631-g5-0161.fit,fpC-003631-r5-0161.fit
275,202043,13.10667,151.88834,374.6095951,680.5906607,fpC-003631-g5-0237.fit,fpC-003631-r5-0237.fit
384,215213,15.46,178.08417,1391.586835,932.5552327,fpC-003631-g5-0407.fit,fpC-003631-r5-0407.fit
296,203000,14.01056,155.50876,397.761117,827.89912,fpC-003631-g6-0261.fit,fpC-003631-r6-0261.fit
394,215280,15.40778,168.31792,1622.918296,1192.322886,fpC-003631-g6-0344.fit,fpC-003631-r6-0344.fit
173,183691,26.43,128.55624,648.4852185,313.3211958,fpC-003635-g3-0121.fit,fpC-003635-r3-0121.fit
1049,749284,27.86972,130.80666,1417.191591,943.2183,fpC-003635-g3-0137.fit,fpC-003635-r3-0137.fit
160,182545,24.50167,124.53459,1501.362041,1344.069824,fpC-003635-g4-0093.fit,fpC-003635-r4-0093.fit
145,181566,25.48667,127.49667,395.2085256,764.9583094,fpC-003644-g2-0116.fit,fpC-003644-r2-0116.fit
1048,749282,27.22139,130.09459,1563.984371,1270.976032,fpC-003644-g2-0135.fit,fpC-003644-r2-0135.fit
143,180737,25.78833,127.0775,794.6862497,873.3305985,fpC-003644-g3-0115.fit,fpC-003644-r3-0115.fit
1047,749279,26.88194,128.78415,1099.525388,269.6507219,fpC-003644-g3-0128.fit,fpC-003644-r3-0128.fit
171,183465,26.28667,127.09541,609.7915395,864.6191901,fpC-003644-g4-0117.fit,fpC-003644-r4-0117.fit
168,183311,26.04639,125.78208,1188.278453,376.6640678,fpC-003644-g5-0110.fit,fpC-003644-r5-0110.fit
172,183594,27.41944,127.91959,1450.264843,1337.709094,fpC-003644-g5-0125.fit,fpC-003644-r5-0125.fit
73,10419,27.7,247.52458,1053.13189,114.8826129,fpC-003723-g5-0161.fit,fpC-003723-r5-0161.fit
540,229034,11.35889,184.70667,1147.757787,283.5064092,fpC-003804-g1-0180.fit,fpC-003804-r1-0180.fit
506,225945,11.2475,188.10251,295.5109044,622.3874197,fpC-003804-g1-0202.fit,fpC-003804-r1-0202.fit
19,6122,11.11778,165.88499,1237.44323,1273.20515,fpC-003804-g2-0056.fit,fpC-003804-r2-0056.fit
356,213283,11.40806,169.85417,1614.933474,1372.988703,fpC-003804-g2-0082.fit,fpC-003804-r2-0082.fit
426,220025,11.84028,181.00125,1974.119707,1349.525211,fpC-003804-g2-0155.fit,fpC-003804-r2-0155.fit
23,6486,11.86528,172.30125,817.3255577,211.9255301,fpC-003804-g3-0099.fit,fpC-003804-r3-0099.fit
485,224094,12.10306,183.63667,312.3043954,311.381373,fpC-003804-g3-0173.fit,fpC-003804-r3-0173.fit
509,226030,12.50111,182.08624,226.1978702,182.4182392,fpC-003804-g4-0163.fit,fpC-003804-r4-0163.fit
437,220336,12.59722,184.71375,959.1203627,363.3054467,fpC-003804-g4-0180.fit,fpC-003804-r4-0180.fit
360,213473,12.79056,176.16458,205.4789552,809.3335913,fpC-003804-g5-0124.fit,fpC-003804-r5-0124.fit
33,7149,13.04945,182.47708,1360.747749,976.290375,fpC-003804-g5-0165.fit,fpC-003804-r5-0165.fit
429,220237,13.085,183.69708,1606.144817,893.9453416,fpC-003804-g5-0173.fit,fpC-003804-r5-0173.fit
430,220242,13.03194,183.76584,1121.007825,139.6040028,fpC-003804-g5-0174.fit,fpC-003804-r5-0174.fit
464,222857,12.96139,186.735,504.6414683,580.0201942,fpC-003804-g5-0193.fit,fpC-003804-r5-0193.fit
358,213404,12.7925,166.98334,491.5336133,1182.508446,fpC-003804-g6-0064.fit,fpC-003804-r6-0064.fit
395,215283,12.89861,168.82666,415.016323,1218.672956,fpC-003804-g6-0076.fit,fpC-003804-r6-0076.fit
359,213423,12.92528,169.27876,418.6470826,1149.6193,fpC-003804-g6-0079.fit,fpC-003804-r6-0079.fit
362,213516,13.1575,170.57417,1880.779938,475.0127198,fpC-003804-g6-0088.fit,fpC-003804-r6-0088.fit
386,215227,13.34667,176.01584,1484.899257,1024.549868,fpC-003804-g6-0123.fit,fpC-003804-r6-0123.fit
424,220005,13.47,180.77292,1558.598333,919.7577285,fpC-003804-g6-0154.fit,fpC-003804-r6-0154.fit
505,225882,13.45944,180.85957,1450.516447,323.2049446,fpC-003804-g6-0155.fit,fpC-003804-r6-0155.fit
39,7254,13.46028,183.72958,1199.295025,1199.355246,fpC-003804-g6-0173.fit,fpC-003804-r6-0173.fit
471,223372,13.43722,184.35542,969.6345144,1288.193946,fpC-003804-g6-0177.fit,fpC-003804-r6-0177.fit
474,223445,13.51917,185.12791,1708.030117,1313.624307,fpC-003804-g6-0182.fit,fpC-003804-r6-0182.fit
465,222966,13.34028,186.18958,105.1509846,1178.677233,fpC-003804-g6-0189.fit,fpC-003804-r6-0189.fit
48,7906,12.11528,191.04001,1005.128391,769.8587658,fpC-003805-g3-0026.fit,fpC-003805-r3-0026.fit
503,225876,12.02972,191.24126,269.004605,1215.298436,fpC-003805-g3-0027.fit,fpC-003805-r3-0027.fit
466,223205,12.06,192.77835,905.4869966,1258.3801,fpC-003805-g3-0037.fit,fpC-003805-r3-0037.fit
504,225878,12.13306,194.01292,1916.148457,1317.550518,fpC-003805-g3-0045.fit,fpC-003805-r3-0045.fit
51,8061,11.93194,194.18333,141.0162819,171.7967414,fpC-003805-g3-0047.fit,fpC-003805-r3-0047.fit
553,232337,11.81194,198.15707,533.1868561,150.0729218,fpC-003805-g3-0073.fit,fpC-003805-r3-0073.fit
554,232380,11.73028,201.89,1655.665311,695.0985661,fpC-003805-g3-0097.fit,fpC-003805-r3-0097.fit
552,232247,12.35778,196.87959,1141.529879,824.6354483,fpC-003805-g4-0064.fit,fpC-003805-r4-0064.fit
566,233574,12.92361,195.09209,1812.43543,1103.386814,fpC-003805-g5-0052.fit,fpC-003805-r5-0052.fit
157,182467,9.11833,134.27333,1242.624808,1391.351248,fpC-003830-g2-0114.fit,fpC-003830-r2-0114.fit
207,191952,10.26833,140.16165,1393.793938,747.0272899,fpC-003830-g2-0154.fit,fpC-003830-r2-0154.fit
228,193800,10.50444,139.43709,879.8456169,217.0205212,fpC-003830-g3-0150.fit,fpC-003830-r3-0150.fit
337,207028,10.00111,154.90459,1884.111018,945.9845756,fpC-003836-g1-0043.fit,fpC-003836-r1-0043.fit
515,226125,11.4925,183.44666,510.3751384,292.312243,fpC-003836-g1-0231.fit,fpC-003836-r1-0231.fit
435,220319,11.48111,184.56126,369.0579843,696.4178897,fpC-003836-g1-0238.fit,fpC-003836-r1-0238.fit
42,7547,11.55833,186.71001,1117.545925,783.736219,fpC-003836-g1-0252.fit,fpC-003836-r1-0252.fit
527,227884,11.44806,190.54541,582.8701702,941.1931278,fpC-003836-g1-0277.fit,fpC-003836-r1-0277.fit
563,233559,10.96139,202.19708,589.1086676,151.2151743,fpC-003836-g1-0354.fit,fpC-003836-r1-0354.fit
671,243830,10.07472,213.68124,1204.08309,1043.563882,fpC-003836-g1-0429.fit,fpC-003836-r1-0429.fit
655,242042,9.50139,218.84665,1221.066642,1340.882525,fpC-003836-g1-0463.fit,fpC-003836-r1-0463.fit
740,249190,9.21111,220.755,717.2106635,961.8576703,fpC-003836-g1-0476.fit,fpC-003836-r1-0476.fit
389,215246,11.44889,169.32959,363.3789551,1145.973038,fpC-003836-g2-0138.fit,fpC-003836-r2-0138.fit
357,213316,11.77111,173.7,1325.427328,695.4724748,fpC-003836-g2-0167.fit,fpC-003836-r2-0167.fit
502,225873,11.93833,185.54543,711.2829613,1293.41532,fpC-003836-g2-0244.fit,fpC-003836-r2-0244.fit
570,233610,11.80611,197.07126,1942.958866,392.1463815,fpC-003836-g2-0320.fit,fpC-003836-r2-0320.fit
53,8253,11.70722,197.68292,1297.737659,428.0651263,fpC-003836-g2-0324.fit,fpC-003836-r2-0324.fit
67,9821,8.41556,230.41792,1950.566259,821.8752486,fpC-003836-g2-0540.fit,fpC-003836-r2-0540.fit
814,258426,7.54556,234.99249,735.4113219,548.7066535,fpC-003836-g2-0571.fit,fpC-003836-r2-0571.fit
885,716572,6.12556,243.10458,844.2065181,1400.181461,fpC-003836-g2-0625.fit,fpC-003836-r2-0625.fit
286,202257,11.95194,169.81,869.1079804,236.3611715,fpC-003836-g3-0142.fit,fpC-003836-r3-0142.fit
425,220006,12.42083,180.78168,1577.448978,1185.199574,fpC-003836-g3-0213.fit,fpC-003836-r3-0213.fit
35,7200,12.48806,183.06291,1953.262001,1025.988098,fpC-003836-g3-0228.fit,fpC-003836-r3-0228.fit
578,233630,12.01,200.91124,1767.497977,381.7690055,fpC-003836-g3-0345.fit,fpC-003836-r3-0345.fit
555,232412,11.80667,202.97708,1081.433359,1144.575385,fpC-003836-g3-0358.fit,fpC-003836-r3-0358.fit
672,243835,11.1175,210.53375,234.2710257,703.9677734,fpC-003836-g3-0408.fit,fpC-003836-r3-0408.fit
673,243843,11.18972,211.13667,1395.245533,551.2336586,fpC-003836-g3-0412.fit,fpC-003836-r3-0412.fit
741,249195,9.93889,221.7104,744.0869879,446.8514767,fpC-003836-g3-0482.fit,fpC-003836-r3-0482.fit
787,258128,8.61139,231.45543,1345.922035,233.2151802,fpC-003836-g3-0547.fit,fpC-003836-r3-0547.fit
851,268216,6.54361,243.08545,734.2057669,533.1191391,fpC-003836-g3-0625.fit,fpC-003836-r3-0625.fit
290,202328,10.97389,153.63417,484.8824204,167.6820055,fpC-003836-g4-0036.fit,fpC-003836-r4-0036.fit
326,205195,11.91,162.16292,1465.699686,412.1464281,fpC-003836-g4-0092.fit,fpC-003836-r4-0092.fit
392,215262,12.23,166.64709,1332.46462,913.9496367,fpC-003836-g4-0121.fit,fpC-003836-r4-0121.fit
396,215290,12.46056,170.74625,1213.205598,631.5534,fpC-003836-g4-0148.fit,fpC-003836-r4-0148.fit
397,215315,12.50028,174.31708,93.46556273,1006.504032,fpC-003836-g4-0171.fit,fpC-003836-r4-0171.fit
361,213482,12.61444,177.14709,255.3703815,280.1495766,fpC-003836-g4-0190.fit,fpC-003836-r4-0190.fit
438,220351,12.88417,184.79707,1676.73646,89.28721401,fpC-003836-g4-0240.fit,fpC-003836-r4-0240.fit
473,223437,12.86528,185.06084,1504.273152,1065.99218,fpC-003836-g4-0241.fit,fpC-003836-r4-0241.fit
468,223247,12.63444,193.29875,557.2480224,637.6034781,fpC-003836-g4-0295.fit,fpC-003836-r4-0295.fit
674,243848,11.43139,211.86125,389.5183578,1324.651155,fpC-003836-g4-0416.fit,fpC-003836-r4-0416.fit
689,244419,10.87972,217.41833,705.0460852,782.2612422,fpC-003836-g4-0453.fit,fpC-003836-r4-0453.fit
738,249180,10.79472,218.485,1059.058399,804.0936214,fpC-003836-g4-0460.fit,fpC-003836-r4-0460.fit
661,242175,10.19306,223.11874,876.1870675,390.5976007,fpC-003836-g4-0491.fit,fpC-003836-r4-0491.fit
790,258143,8.44667,234.95291,1125.35767,202.1985588,fpC-003836-g4-0570.fit,fpC-003836-r4-0570.fit
795,258173,8.03111,237.89583,1881.164823,1076.265367,fpC-003836-g4-0589.fit,fpC-003836-r4-0589.fit
796,258174,8.01472,237.89709,1736.377956,1113.175084,fpC-003836-g4-0589.fit,fpC-003836-r4-0589.fit
328,205205,12.43944,162.86833,1929.302813,253.6264029,fpC-003836-g5-0097.fit,fpC-003836-r5-0097.fit
376,215135,12.98083,175.94916,108.4470021,659.8731843,fpC-003836-g5-0182.fit,fpC-003836-r5-0182.fit
470,223295,13.20028,183.73,762.6713435,174.1587139,fpC-003836-g5-0233.fit,fpC-003836-r5-0233.fit
440,220366,13.31,184.85834,1733.200297,634.8576195,fpC-003836-g5-0240.fit,fpC-003836-r5-0240.fit
478,223760,13.3075,187.56667,1820.78168,98.96730328,fpC-003836-g5-0258.fit,fpC-003836-r5-0258.fit
460,221078,13.10333,193.095,948.0597051,1423.5727,fpC-003836-g5-0293.fit,fpC-003836-r5-0293.fit
574,233616,12.95611,198.13374,1388.296549,1158.231143,fpC-003836-g5-0326.fit,fpC-003836-r5-0326.fit
736,249176,11.52972,216.35751,1679.197716,235.8784176,fpC-003836-g5-0446.fit,fpC-003836-r5-0446.fit
691,244512,11.21722,218.405,973.023521,998.7411483,fpC-003836-g5-0459.fit,fpC-003836-r5-0459.fit
792,258160,8.51167,236.47292,183.2857838,1328.011132,fpC-003836-g5-0579.fit,fpC-003836-r5-0579.fit
393,215265,13.08917,167.03708,1261.007745,811.2100348,fpC-003836-g6-0124.fit,fpC-003836-r6-0124.fit
444,220478,13.74444,185.78082,1875.618054,620.1750196,fpC-003836-g6-0246.fit,fpC-003836-r6-0246.fit
475,223470,6.39333,185.3425,1471.614272,258.855234,fpC-003841-g1-0137.fit,fpC-003841-r1-0137.fit
44,7739,6.3,188.68709,762.0380359,546.0175831,fpC-003841-g1-0159.fit,fpC-003841-r1-0159.fit
622,238696,6.03472,202.98416,1515.04369,515.2335243,fpC-003841-g1-0254.fit,fpC-003841-r1-0254.fit
379,215146,6.68639,176.40668,1075.00864,1232.217159,fpC-003841-g2-0077.fit,fpC-003841-r2-0077.fit
402,215716,6.67528,179.28,552.850057,1314.699451,fpC-003841-g2-0096.fit,fpC-003841-r2-0096.fit
463,222099,6.83556,184.14041,1681.475713,294.4504686,fpC-003841-g2-0129.fit,fpC-003841-r2-0129.fit
448,220580,6.70833,186.61125,544.4579036,827.4653181,fpC-003841-g2-0145.fit,fpC-003841-r2-0145.fit
522,226360,6.66778,186.97415,189.5275136,1384.057759,fpC-003841-g2-0147.fit,fpC-003841-r2-0147.fit
523,226406,6.82528,188.40918,1700.312193,721.8979845,fpC-003841-g2-0157.fit,fpC-003841-r2-0157.fit
482,223965,6.66861,189.67792,381.7542316,1301.770864,fpC-003841-g2-0165.fit,fpC-003841-r2-0165.fit
631,238751,6.60139,200.37875,1963.465198,1295.082721,fpC-003841-g2-0236.fit,fpC-003841-r2-0236.fit
364,213845,7.075,174.92207,1077.303056,159.6179289,fpC-003841-g3-0068.fit,fpC-003841-r3-0068.fit
380,215147,7.06056,176.12709,712.1457383,138.7068742,fpC-003841-g3-0076.fit,fpC-003841-r3-0076.fit
477,223555,7.13139,186.10667,562.6010254,345.7698256,fpC-003841-g3-0142.fit,fpC-003841-r3-0142.fit
46,7795,7.10389,189.43875,502.2364907,464.0626365,fpC-003841-g3-0164.fit,fpC-003841-r3-0164.fit
414,219237,7.30583,169.13165,889.495401,1095.648182,fpC-003841-g4-0029.fit,fpC-003841-r4-0029.fit
416,219240,7.30694,170.54459,464.0598539,219.3867467,fpC-003841-g4-0039.fit,fpC-003841-r4-0039.fit
419,219246,7.53278,177.25,998.5428354,817.6177701,fpC-003841-g4-0083.fit,fpC-003841-r4-0083.fit
445,220483,7.6875,185.81708,1797.090858,446.9800487,fpC-003841-g4-0140.fit,fpC-003841-r4-0140.fit
450,220603,7.67056,186.82332,1670.729644,1347.12928,fpC-003841-g4-0146.fit,fpC-003841-r4-0146.fit
459,220956,7.65472,190.78125,1835.34922,260.7657606,fpC-003841-g4-0173.fit,fpC-003841-r4-0173.fit
607,238633,6.91972,208.07625,210.8212123,1189.334385,fpC-003841-g4-0287.fit,fpC-003841-r4-0287.fit
398,215420,8.01972,175.60541,1897.821952,1063.984445,fpC-003841-g5-0072.fit,fpC-003841-r5-0072.fit
483,224073,8.04111,192.08667,1705.395797,1077.366251,fpC-003841-g5-0181.fit,fpC-003841-r5-0181.fit
432,220261,8.37333,184.04916,402.4550289,866.0066673,fpC-003841-g6-0128.fit,fpC-003841-r6-0128.fit
568,233601,8.10806,204.71167,1925.97303,328.0359522,fpC-003841-g6-0265.fit,fpC-003841-r6-0265.fit
606,238614,7.89306,205.16875,156.5024648,443.1020563,fpC-003841-g6-0268.fit,fpC-003841-r6-0268.fit
601,233835,7.91306,205.85249,619.0642159,1141.794668,fpC-003841-g6-0272.fit,fpC-003841-r6-0272.fit
634,238768,7.97556,205.86,1189.735912,1182.98482,fpC-003841-g6-0272.fit,fpC-003841-r6-0272.fit
602,233836,8.00222,206.79834,1833.829326,84.01110452,fpC-003841-g6-0279.fit,fpC-003841-r6-0279.fit
547,232008,7.83556,209.44041,1539.693525,786.3567021,fpC-003841-g6-0296.fit,fpC-003841-r6-0296.fit
45,7781,6.62028,189.15668,1789.955762,744.6502396,fpC-003842-g1-0054.fit,fpC-003842-r1-0054.fit
628,238734,6.41528,197.05167,1237.91854,1307.967677,fpC-003842-g1-0106.fit,fpC-003842-r1-0106.fit
629,238737,6.28528,198.26833,371.0626047,81.79199307,fpC-003842-g1-0115.fit,fpC-003842-r1-0115.fit
428,220195,6.97944,183.09459,1098.240581,453.940977,fpC-003842-g2-0014.fit,fpC-003842-r2-0014.fit
458,220944,7.33889,190.68707,846.5625495,872.2245479,fpC-003842-g3-0064.fit,fpC-003842-r3-0064.fit
630,238749,7.2225,200.01082,1757.519975,564.0047804,fpC-003842-g3-0126.fit,fpC-003842-r3-0126.fit
632,238752,7.18278,200.99167,1705.448934,1251.338662,fpC-003842-g3-0132.fit,fpC-003842-r3-0132.fit
38,7239,7.77694,183.53749,703.7874692,391.710444,fpC-003842-g4-0017.fit,fpC-003842-r4-0017.fit
528,227889,7.89889,186.21208,1805.246679,1341.925696,fpC-003842-g4-0034.fit,fpC-003842-r4-0034.fit
